archetype,rep,expected_harm,expected_alarm,auc_ref,auc_cur,auc_drop,segment_auc_drop,segment_positive_share,ks,psi,wasserstein,jensen_shannon,mmd,c2st,harm,segment_harm,alarm_ks,alarm_psi,alarm_wasserstein,alarm_jensen_shannon,alarm_mmd,alarm_c2st
covariate_shift_mild,17,False,fire,0.8585738826784557,0.8538329077233129,0.004740974955142807,,,0.26269087195396423,0.32212744468670346,1.1954687875384813,0.24201677431262283,0.007382214069366455,0.143601611328125,0,0,1,1,1,1,1,1
covariate_shift_moderate,17,False,fire,0.8585738826784557,0.8706685673195308,-0.012094684641075104,,,0.5170614123344421,1.238933095023884,3.1438418383600903,0.46328754117532306,0.03379178047180176,0.28043994140624995,0,0,1,1,1,1,1,1
covariate_shift_strong,17,False,fire,0.8585738826784557,0.8462852964418683,0.012288586236587351,,,0.7277363538742065,3.441574618548208,5.649534076429885,0.6880899544841815,0.06995439529418945,0.4079498535156252,0,0,1,1,1,1,1,1
concept_drift_no_covariate_shift,17,True,quiet,0.8585738826784557,0.5179547110425315,0.34061917163592415,,,0.024991512298583984,0.006590961803350321,0.40744999999996906,0.05102209951429073,0.00018024444580078125,-0.010638134765624974,1,0,0,0,0,0,0,0
imputation_masked_null,17,True,quiet,0.8585738826784557,0.8043269926914958,0.05424688998695992,,,0.024991512298583984,0.007069677133761848,0.40744999999996906,0.05102209951429073,0.006471753120422363,0.49974697265625,1,0,0,0,0,0,1,1
imputation_visible,17,True,unknown,0.8585738826784557,0.8004711592792311,0.05810272339922462,,,0.44840532541275024,3.841323716209639,2.7157249999999995,0.8003587260876539,0.006805241107940674,0.49982246093750005,1,0,1,1,1,1,1,1
dilution_shift,17,True,quiet,0.8585738826784557,0.8536766455021617,0.004897237176293978,0.15145467569629834,0.4175392670157068,0.04977375641465187,0.03844689385749028,1.9990623049210603,0.07700108344063179,0.00015479326248168945,0.012165234375000056,0,1,1,1,1,1,0,0
dilution_permuted,17,True,quiet,0.8585738826784557,0.8515664550760517,0.007007427602404026,0.370131813995476,0.4175392670157068,0.024991512298583984,0.006590961803350321,0.40744999999996906,0.05102209951429073,0.00014781951904296875,-0.0016055664062499808,0,1,0,0,0,0,0,0
irrelevant_feature_drift,17,False,fire,0.8585738826784557,0.8618091664407594,-0.0032352837623037534,,,1.0,17.627276058643538,341.35026108010226,0.9145989432107586,0.6698979139328003,0.5,0,0,1,1,1,1,1,1
sudden_shift,17,True,fire,0.8585738826784557,0.7206592895737595,0.13791459310469623,,,0.46434998512268066,6.3545260012811555,16.5492590457553,0.8263779094951181,0.010506510734558105,0.49990146484375,1,0,1,1,1,1,1,1
gradual_shift,17,True,unknown,0.8585738826784557,0.7514351907799403,0.10713869189851544,,,0.426800012588501,4.585979711234992,3.9939739774099268,0.7130277045515659,0.00014710426330566406,0.4997256835937499,1,0,1,1,1,1,0,1
true_null,18,False,quiet,0.8465523749631169,0.8738006883791026,-0.02724831341598577,,,0.03449326753616333,0.011318997285909783,0.3259700148739593,0.051916825600414156,7.069110870361328e-05,0.0016455078124999467,0,0,0,0,0,0,0,0
covariate_shift_mild,18,False,fire,0.8465523749631169,0.875218048101769,-0.028665673138652092,,,0.26649799942970276,0.324317177131255,1.738475831283991,0.2444234860224879,0.007973194122314453,0.15413867187500008,0,0,1,1,1,1,1,1
covariate_shift_moderate,18,False,fire,0.8465523749631169,0.8712403173985486,-0.02468794243543171,,,0.5238771438598633,1.2492061938540284,3.39032108516905,0.4666013462511537,0.030630409717559814,0.29766923828125,0,0,1,1,1,1,1,1
covariate_shift_strong,18,False,fire,0.8465523749631169,0.8577323129807087,-0.011179938017591873,,,0.7295880317687988,3.3636359920249785,6.671743956580009,0.6879395309413117,0.06688117980957031,0.40969775390624996,0,0,1,1,1,1,1,1
concept_drift_no_covariate_shift,18,True,quiet,0.8465523749631169,0.5158283057344497,0.33072406922866715,,,0.03449326753616333,0.011318997285909783,0.3259700148739593,0.051916825600414156,7.069110870361328e-05,0.0016455078124999467,1,0,0,0,0,0,0,0
imputation_masked_null,18,True,quiet,0.8465523749631169,0.8178420260698406,0.028710348893276283,,,0.03449326753616333,0.011318997285909783,0.3259700148739593,0.051916825600414156,0.005767464637756348,0.49981894531250004,1,0,0,0,0,0,1,1
imputation_visible,18,True,unknown,0.8465523749631169,0.8169010181209735,0.029651356842143373,,,0.4505000114440918,3.754491267309623,2.6247750000000063,0.7944577099631948,0.005668997764587402,0.49993291015624997,1,0,1,1,1,1,1,1
dilution_shift,18,True,quiet,0.8465523749631169,0.8627040918355631,-0.01615171687244621,0.1865918275066839,0.43342776203966005,0.043984703719615936,0.04092600624901314,1.873231607537342,0.0766170679486153,4.7326087951660156e-05,0.03273085937499998,0,1,0,1,1,1,0,1
dilution_permuted,18,True,quiet,0.8465523749631169,0.8669144013125072,-0.020362026349390328,0.43284588468511087,0.43342776203966005,0.03449326753616333,0.011318997285909783,0.3259700148739593,0.051916825600414156,3.731250762939453e-05,0.016680664062499906,0,1,0,0,0,0,0,1
irrelevant_feature_drift,18,False,fire,0.8465523749631169,0.8738006883791026,-0.02724831341598577,,,1.0,18.55430201765374,4.257375463950748,0.9235733476688611,0.7079942226409912,0.5,0,0,1,1,1,1,1,1
sudden_shift,18,True,fire,0.8465523749631169,0.7214504883580182,0.1251018866050987,,,0.46355000138282776,6.486655696151194,16.739539153847183,0.8321295923100089,0.010665535926818848,0.4998853515625,1,0,1,1,1,1,1,1
gradual_shift,18,True,unknown,0.8465523749631169,0.7808819897627026,0.06567038520041424,,,0.43782588839530945,4.676808897895136,3.881870241427289,0.7204793847388492,1.9669532775878906e-05,0.49978691406249987,1,0,1,1,1,1,0,1
true_null,19,False,quiet,0.8486524514719906,0.8552845917339648,-0.006632140261974118,,,0.02517569065093994,0.006665507663590873,0.3938499999999825,0.07104179444610041,3.927946090698242e-05,-0.004994335937499983,0,0,0,0,0,0,0,0
covariate_shift_mild,19,False,fire,0.8486524514719906,0.8391525649462568,0.009499886525733858,,,0.2674991488456726,0.32802879858662043,1.2096321805651984,0.24429179762008235,0.008355021476745605,0.15173891601562506,0,0,1,1,1,1,1,1
covariate_shift_moderate,19,False,fire,0.8486524514719906,0.848596212219716,5.623925227460358e-05,,,0.5235639810562134,1.2777489099011698,3.0077129501028494,0.46887574319272113,0.03389793634414673,0.29601025390625,0,0,1,1,1,1,1,1
covariate_shift_strong,19,False,fire,0.8486524514719906,0.8206444168784727,0.028008034593517972,,,0.731977105140686,3.3949335019058084,5.804748392264959,0.6902421461574375,0.07024693489074707,0.41377792968749993,1,0,1,1,1,1,1,1
concept_drift_no_covariate_shift,19,True,quiet,0.8486524514719906,0.5116167289953943,0.3370357224765963,,,0.02517569065093994,0.006665507663590873,0.3938499999999825,0.07104179444610041,3.927946090698242e-05,-0.004994335937499983,1,0,0,0,0,0,0,0
imputation_masked_null,19,True,quiet,0.8486524514719906,0.7997562373793072,0.04889621409268341,,,0.02517569065093994,0.006665507663590873,1.4716086172344562,0.07104179444610041,0.0038604736328125,0.4999076171875001,1,0,0,0,1,0,1,1
imputation_visible,19,True,unknown,0.8486524514719906,0.7936674866149422,0.0549849648570484,,,0.4513000249862671,3.7549007930629266,5.340750000000002,0.7951556020103607,0.0037973523139953613,0.4999041015625,1,0,1,1,1,1,1,1
dilution_shift,19,True,quiet,0.8486524514719906,0.848640855273667,1.1596198323693407e-05,0.17543688927656442,0.39886039886039887,0.039013419300317764,0.19626343801581614,2.956420786496987,0.14035366822038128,0.00038743019104003906,0.01894824218750002,0,1,0,1,1,1,0,1
dilution_permuted,19,True,quiet,0.8486524514719906,0.8484674614584451,0.00018499001354554956,0.3610730499908501,0.39886039886039887,0.02517569065093994,0.006665507663590873,0.3938499999999825,0.07104179444610041,0.0002822279930114746,0.00997358398437509,0,1,0,0,0,0,0,0
irrelevant_feature_drift,19,False,fire,0.8486524514719906,0.8552845917339648,-0.006632140261974118,,,1.0,17.671543657293853,340.862161736582,0.9211928967474219,0.9972829222679138,0.5,0,0,1,1,1,1,1,1
sudden_shift,19,True,fire,0.8486524514719906,0.7161302604612793,0.1325221910107114,,,0.4616999924182892,6.408993093400772,21.8576132921263,0.8294885389230449,0.013903021812438965,0.49992060546875006,1,0,1,1,1,1,1,1
gradual_shift,19,True,unknown,0.8486524514719906,0.7489159380287995,0.09973651344319112,,,0.43219998478889465,4.694713211558347,5.161445823202714,0.7226578632503754,0.0003230571746826172,0.499769921875,1,0,1,1,1,1,0,1
